lambda,regularizer,val_acc,val_recall,val_pre,val_f1,train_acc
7.832871,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
7.275361,,,,,,
9.744121,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
7.006521,,,,,,
2.034511,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9837702871410736
3.220731,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.9775280898876404
7.809071,,,,,,
8.816641,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
8.455821,,,,,,
4.798231,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9725343320848939
2.018241,,,,,,
1.689381,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9900124843945068
6.279611,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
7.461471,,,,,,
2.335151,l2,0.8757575757575757,0.8757575757575756,0.8755646063919263,0.8747862558113023,0.9812734082397003
1.250281,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9937578027465668
3.924201,,,,,,
1.069131,l1,0.8757575757575757,0.8757575757575756,0.8753460510886253,0.8747412882536167,0.9937578027465668
2.503331,l1,0.8757575757575757,0.8757575757575756,0.8755646063919263,0.8747862558113023,0.9812734082397003
4.458911,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9737827715355806
7.152701,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
9.444421,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
7.415631,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
6.811481,,,,,,
