lambda,regularizer,num_estimators,learning_rate,val_acc,val_recall,val_pre,val_f1,train_acc
0.416381,,385,33.2,,,,,
0.984781,l2,10,20.2,0.5212121212121212,0.5212121212121212,0.7001874765654293,0.47155214263648,0.5118601747815231
1.409141,,60,31.2,,,,,
5.820711,l1,235,20.2,0.6181818181818182,0.6181818181818182,0.5845633606283737,0.5455605212417013,0.6317103620474407
3.147011,l1,35,23.2,0.3696969696969697,0.3696969696969697,0.4376399655469423,0.3815857377433732,0.37453183520599254
6.448081,,85,22.2,,,,,
4.283121,l2,385,36.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.742511,,435,26.2,,,,,
3.003941,l1,235,5.2,0.6272727272727273,0.6272727272727273,0.7565316168118138,0.5074785629002497,0.6229712858926342
5.862341,l2,35,37.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
4.493371,l1,410,31.2,0.26666666666666666,0.26666666666666666,0.30368303571428573,0.21586704133442555,0.2596754057428215
5.741121,,85,8.2,,,,,
7.372981,l2,485,19.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.272151,l2,160,12.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.430281,l1,485,23.2,0.5636363636363636,0.5636363636363636,0.6105946937087018,0.5429260078446457,0.5543071161048689
7.052861,l1,60,9.2,0.5636363636363636,0.5636363636363636,0.5216583640946612,0.5289976590321958,0.5717852684144819
6.579201,l2,60,9.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.337361,l2,435,2.2,0.7848484848484848,0.7848484848484848,0.791646286785685,0.7858603233521189,0.7802746566791511
6.281771,l2,485,36.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
8.384631,l2,210,22.2,0.6515151515151515,0.6515151515151515,0.44881291547958213,0.5272220363555258,0.6491885143570537
1.581521,l1,410,37.2,0.23030303030303031,0.23030303030303031,0.15313852813852813,0.18376068376068377,0.23720349563046192
6.257651,l1,235,18.2,0.6090909090909091,0.609090909090909,0.5546058879392213,0.5383197264369991,0.6292134831460674
9.569121,,160,27.2,,,,,
8.837881,l2,10,35.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
5.340471,,285,23.2,,,,,
