alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
1e-05,tanh,16,"(25,)",0.9181818181818182,0.9181818181818181,0.9189588377723972,0.9174919280182438,1.0
1e-05,tanh,16,"(25, 25)",0.906060606060606,0.9060606060606061,0.9065760437057212,0.9051937889966059,1.0
1e-05,tanh,16,"(50,)",0.9121212121212121,0.9121212121212121,0.9120910374800663,0.9120177531210826,1.0
1e-05,tanh,16,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
1e-05,tanh,16,"(100,)",0.9181818181818182,0.9181818181818181,0.9187793391816835,0.9178792191782281,1.0
1e-05,tanh,16,"(100, 100)",0.9090909090909091,0.9090909090909092,0.9091488277268094,0.9085919533261105,1.0
1e-05,tanh,32,"(25,)",0.9121212121212121,0.9121212121212121,0.9121933256061046,0.9114966527723248,1.0
1e-05,tanh,32,"(25, 25)",0.9,0.9,0.9005724883083374,0.8993626499315243,1.0
1e-05,tanh,32,"(50,)",0.9151515151515152,0.915151515151515,0.9153657992546421,0.9151430612880057,1.0
1e-05,tanh,32,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032132988522926,0.9024256086869692,1.0
1e-05,tanh,32,"(100,)",0.9181818181818182,0.9181818181818181,0.9187793391816835,0.9178792191782281,1.0
1e-05,tanh,32,"(100, 100)",0.906060606060606,0.9060606060606061,0.9061996032374616,0.9055332755494638,1.0
1e-05,tanh,48,"(25,)",0.9121212121212121,0.9121212121212121,0.9120406359536793,0.9116919380580732,1.0
1e-05,tanh,48,"(25, 25)",0.9,0.9,0.9002701177229478,0.8992184247094176,1.0
1e-05,tanh,48,"(50,)",0.9090909090909091,0.9090909090909091,0.9098186837317271,0.909134758437084,1.0
1e-05,tanh,48,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
1e-05,tanh,48,"(100,)",0.9181818181818182,0.9181818181818183,0.9186697854481314,0.917966172253037,1.0
1e-05,tanh,48,"(100, 100)",0.9030303030303031,0.903030303030303,0.9031683494381392,0.9027518425301976,1.0
1e-05,tanh,64,"(25,)",0.9121212121212121,0.9121212121212121,0.9121180192316859,0.9118603077963808,1.0
1e-05,tanh,64,"(25, 25)",0.9,0.9,0.9002701177229478,0.8992184247094176,1.0
1e-05,tanh,64,"(50,)",0.9121212121212121,0.9121212121212121,0.9126373199067768,0.912113986132251,1.0
1e-05,tanh,64,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
1e-05,tanh,64,"(100,)",0.9181818181818182,0.9181818181818181,0.9187793391816835,0.9178792191782281,1.0
1e-05,tanh,64,"(100, 100)",0.9,0.9,0.9001856800305047,0.8996398853227047,1.0
0.0001,relu,16,"(25,)",0.906060606060606,0.9060606060606061,0.906905377917575,0.9058815455743635,1.0
0.0001,relu,16,"(25, 25)",0.9,0.9,0.9000365926971431,0.8994956909357531,1.0
0.0001,relu,16,"(50,)",0.9181818181818182,0.9181818181818183,0.9181443148834453,0.9177701658185441,1.0
0.0001,relu,16,"(50, 50)",0.9121212121212121,0.9121212121212121,0.9124075278922383,0.9119211428147587,1.0
0.0001,relu,16,"(100,)",0.9121212121212121,0.9121212121212121,0.9119957337348641,0.9117453605825698,1.0
0.0001,relu,16,"(100, 100)",0.896969696969697,0.896969696969697,0.8967616863259065,0.8968283351844996,1.0
0.0001,relu,32,"(25,)",0.9,0.8999999999999999,0.9013822036549309,0.8995988386990343,1.0
0.0001,relu,32,"(25, 25)",0.9121212121212121,0.9121212121212121,0.911919345914673,0.9119324925776539,1.0
0.0001,relu,32,"(50,)",0.9151515151515152,0.915151515151515,0.9149514659494488,0.9148890186506183,1.0
0.0001,relu,32,"(50, 50)",0.9090909090909091,0.9090909090909092,0.909286392619726,0.9087114137989697,1.0
0.0001,relu,32,"(100,)",0.9090909090909091,0.9090909090909091,0.9093411889443118,0.908868050481268,1.0
0.0001,relu,32,"(100, 100)",0.8878787878787879,0.8878787878787878,0.8874679333012665,0.8876245720282417,1.0
0.0001,relu,48,"(25,)",0.906060606060606,0.9060606060606061,0.9067460317460316,0.9054937647455342,1.0
0.0001,relu,48,"(25, 25)",0.906060606060606,0.9060606060606061,0.9060184068804759,0.905595196026095,1.0
0.0001,relu,48,"(50,)",0.9151515151515152,0.9151515151515152,0.914911151753257,0.9147659511031604,1.0
0.0001,relu,48,"(50, 50)",0.9121212121212121,0.9121212121212121,0.9127070355883915,0.9117790403299684,1.0
0.0001,relu,48,"(100,)",0.9121212121212121,0.9121212121212121,0.9124609957943292,0.9118121889927681,1.0
0.0001,relu,48,"(100, 100)",0.8909090909090909,0.890909090909091,0.8909743076409743,0.890904562248329,1.0
0.0001,relu,64,"(25,)",0.9090909090909091,0.9090909090909091,0.9105169935647758,0.9089670966519977,1.0
0.0001,relu,64,"(25, 25)",0.9151515151515152,0.9151515151515152,0.9154612994623137,0.914641306860375,1.0
0.0001,relu,64,"(50,)",0.9151515151515152,0.915151515151515,0.9149514659494488,0.9148890186506183,1.0
0.0001,relu,64,"(50, 50)",0.9090909090909091,0.9090909090909091,0.9095238095238095,0.9088326602120967,1.0
0.0001,relu,64,"(100,)",0.9181818181818182,0.9181818181818181,0.9184257451986794,0.9179574150752198,1.0
0.0001,relu,64,"(100, 100)",0.8939393939393939,0.8939393939393939,0.8942280899056599,0.8939972564260988,1.0
0.0001,tanh,16,"(25,)",0.9151515151515152,0.9151515151515152,0.9156750306272038,0.914489281971271,1.0
0.0001,tanh,16,"(25, 25)",0.906060606060606,0.9060606060606061,0.9065760437057212,0.9051937889966059,1.0
0.0001,tanh,16,"(50,)",0.9121212121212121,0.9121212121212121,0.9120910374800663,0.9120177531210826,1.0
0.0001,tanh,16,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
0.0001,tanh,16,"(100,)",0.9181818181818182,0.9181818181818181,0.9187793391816835,0.9178792191782281,1.0
0.0001,tanh,16,"(100, 100)",0.9090909090909091,0.9090909090909092,0.9091488277268094,0.9085919533261105,1.0
0.0001,tanh,32,"(25,)",0.9121212121212121,0.9121212121212121,0.9121933256061046,0.9114966527723248,1.0
0.0001,tanh,32,"(25, 25)",0.9030303030303031,0.903030303030303,0.9036561922925559,0.9022410900698229,1.0
