alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
1e-05,tanh,48,"(50, 50)",0.8606060606060606,0.8606060606060607,0.8619111837204404,0.8576927329166134,1.0
1e-05,tanh,48,"(100,)",0.8575757575757575,0.8575757575757575,0.8575063691084472,0.8550339676100326,1.0
1e-05,tanh,48,"(100, 100)",0.8636363636363636,0.8636363636363636,0.863265306122449,0.8619781152389848,1.0
1e-05,tanh,64,"(25,)",0.8666666666666667,0.8666666666666667,0.8677009860081624,0.8642880046794507,1.0
1e-05,tanh,64,"(25, 25)",0.8636363636363636,0.8636363636363636,0.8651739296900587,0.8611868071420449,1.0
1e-05,tanh,64,"(50,)",0.8606060606060606,0.8606060606060607,0.86052389927988,0.8583821666138739,1.0
1e-05,tanh,64,"(50, 50)",0.8636363636363636,0.8636363636363636,0.8654513245169531,0.8606154350402138,1.0
1e-05,tanh,64,"(100,)",0.8636363636363636,0.8636363636363636,0.8636708241623868,0.8612430120181971,1.0
1e-05,tanh,64,"(100, 100)",0.8636363636363636,0.8636363636363636,0.8636490610042501,0.8616876614612693,1.0
0.0001,relu,16,"(25,)",0.8636363636363636,0.8636363636363636,0.8643664622898332,0.862037904529959,1.0
0.0001,relu,16,"(25, 25)",0.8666666666666667,0.8666666666666667,0.8671504526148263,0.8652282229587748,1.0
0.0001,relu,16,"(50,)",0.8575757575757575,0.8575757575757575,0.8582245803421483,0.8554514330984918,1.0
0.0001,relu,16,"(50, 50)",0.8606060606060606,0.8606060606060607,0.8608623485691917,0.8586337932011697,1.0
0.0001,relu,16,"(100,)",0.8606060606060606,0.8606060606060607,0.8606570499424223,0.8590268422834401,1.0
0.0001,relu,16,"(100, 100)",0.8636363636363636,0.8636363636363636,0.8633681938029764,0.8621757847308508,1.0
0.0001,relu,32,"(25,)",0.8636363636363636,0.8636363636363636,0.8647903038610361,0.8616725425802505,1.0
0.0001,relu,32,"(25, 25)",0.8666666666666667,0.8666666666666667,0.8675414431395292,0.8648862316545243,1.0
0.0001,relu,32,"(50,)",0.8575757575757575,0.8575757575757575,0.8578964955685856,0.855360519445837,1.0
0.0001,relu,32,"(50, 50)",0.8636363636363636,0.8636363636363636,0.8642264695275874,0.8615411076711386,1.0
0.0001,relu,32,"(100,)",0.8666666666666667,0.8666666666666667,0.8664172085224716,0.8654133707315946,1.0
0.0001,relu,32,"(100, 100)",0.8636363636363636,0.8636363636363636,0.8637837684265213,0.861891030810408,1.0
0.0001,relu,48,"(25,)",0.8606060606060606,0.8606060606060607,0.8615442012398226,0.8583172498338808,1.0
0.0001,relu,48,"(25, 25)",0.8636363636363636,0.8636363636363636,0.8640326712097046,0.861634199134199,1.0
0.0001,relu,48,"(50,)",0.8575757575757575,0.8575757575757575,0.8572511616532159,0.8550251856546133,1.0
0.0001,relu,48,"(50, 50)",0.8666666666666667,0.8666666666666667,0.8669783778852295,0.8651372370615888,1.0
0.0001,relu,48,"(100,)",0.8696969696969697,0.8696969696969697,0.8693446259326477,0.8685963618485742,1.0
0.0001,relu,48,"(100, 100)",0.8696969696969697,0.8696969696969697,0.8696227021907533,0.8680752606153064,1.0
0.0001,relu,64,"(25,)",0.8606060606060606,0.8606060606060607,0.8617647284237311,0.8583725597518702,1.0
0.0001,relu,64,"(25, 25)",0.8727272727272727,0.8727272727272727,0.8725728769057429,0.8712767495662233,1.0
0.0001,relu,64,"(50,)",0.8606060606060606,0.8606060606060607,0.8601546970875464,0.8582929688322273,1.0
0.0001,relu,64,"(50, 50)",0.8666666666666667,0.8666666666666667,0.8671722409471956,0.8647970338728777,1.0
0.0001,relu,64,"(100,)",0.8696969696969697,0.8696969696969697,0.8695020548117892,0.8686448280608806,1.0
0.0001,relu,64,"(100, 100)",0.8727272727272727,0.8727272727272727,0.8725171079208346,0.8712807334613503,1.0
0.0001,tanh,16,"(25,)",0.8575757575757575,0.8575757575757575,0.8572269862746532,0.8554618788847531,1.0
0.0001,tanh,16,"(25, 25)",0.8606060606060606,0.8606060606060607,0.8613925470461973,0.858521052782172,1.0
0.0001,tanh,16,"(50,)",0.8575757575757575,0.8575757575757575,0.8579709455387445,0.8548321999690486,1.0
0.0001,tanh,16,"(50, 50)",0.8545454545454545,0.8545454545454545,0.854684574010426,0.8517674792278908,1.0
0.0001,tanh,16,"(100,)",0.8484848484848485,0.8484848484848485,0.848390317519474,0.8456221766492596,1.0
0.0001,tanh,16,"(100, 100)",0.8636363636363636,0.8636363636363636,0.8631525456736329,0.8616487746922529,1.0
0.0001,tanh,32,"(25,)",0.8666666666666667,0.8666666666666667,0.8667874921463438,0.8645202020202021,1.0
0.0001,tanh,32,"(25, 25)",0.8636363636363636,0.8636363636363636,0.8651739296900587,0.8611868071420449,1.0
0.0001,tanh,32,"(50,)",0.8727272727272727,0.8727272727272727,0.8733405661759321,0.8708520849002191,1.0
0.0001,tanh,32,"(50, 50)",0.8545454545454545,0.8545454545454545,0.8551502937056062,0.8517646241279606,1.0
0.0001,tanh,32,"(100,)",0.8575757575757575,0.8575757575757575,0.8576981052794759,0.8551365948678322,1.0
0.0001,tanh,32,"(100, 100)",0.8545454545454545,0.8545454545454545,0.853754764052431,0.8522256329300606,1.0
0.0001,tanh,48,"(25,)",0.8727272727272727,0.8727272727272727,0.8735079160243684,0.870474545855474,1.0
0.0001,tanh,48,"(25, 25)",0.8636363636363636,0.8636363636363636,0.8651739296900587,0.8611868071420449,1.0
0.0001,tanh,48,"(50,)",0.8575757575757575,0.8575757575757575,0.8574333019880073,0.8550694621282856,1.0
0.0001,tanh,48,"(50, 50)",0.8606060606060606,0.8606060606060607,0.8619111837204404,0.8576927329166134,1.0
0.0001,tanh,48,"(100,)",0.8575757575757575,0.8575757575757575,0.8575063691084472,0.8550339676100326,1.0
0.0001,tanh,48,"(100, 100)",0.8636363636363636,0.8636363636363636,0.863265306122449,0.8619781152389848,1.0
